id,created_at,updated_at,name,Name Portuguese,Name Spanish,body,body Portuguese,body Spanish
264,2019-01-19 08:23:55,2019-02-19 23:51:34,Thin It Out,Dilua-o,Reductor,Mix essential oils in warm water for a tea or take internally in a capsule every 2-4 hours to relieve cold and allergy symptoms with thick mucus.,Misture os óleos essenciais em água quente para chá ou tome em uma cápsula de 2 a 4 horas para aliviar os sintomas do resfriado e da alergia com o muco espesso.,Mezcle los aceites esenciales en agua tibia para hacer un té o tome internamente en una cápsula cada dos a cuatro horas para aliviar el resfriado y los síntomas de alergia con moco grueso.
265,2019-01-19 08:27:28,2019-02-08 11:49:29,Singer's or Speaker's Voice Recovery Spray,Spray de recuperação de voz do cantor ou orador,Aerosol para la recuperación de la voz para cantantes u oradores,Add all the essential oils to a 15 ml glass spray bottle. Add distilled water and shake. Spray on back of throat frequently (every 20-60 minutes) to obtain desired results.,Acrescente os óleos essenciais a um vaporizador de vidro de 15 ml. Acrescente água destilada e agite. Pulverize na parte de trás da garganta frequentemente (a cada 20 a 60 minutos) para obter os resultados desejados.,Agregue todos los aceites esenciales en un frasco de aerosol de vidrio de 15 mililitros. Agregue agua destilada y bata. Rocíe en la parte de atrás de la garganta frecuentemente (cada 20 a 60 minutos) para obtener los resultados deseados.
266,2019-01-19 08:37:57,2019-02-19 23:53:21,Congestion Relief Steam Blends,Mix de vapor para alívio de congestão,Mezcla para vaporizador para el alivio de la congestión,"To a bowl of steamy water, add:

OPTION 1 - 2 drops copaiba, 1 drop lemon, 3 drops melaleuca, and 4 drops eucalyptus essential oil. 

OPTION 2 - 2 drops each Siberian fir, eucalyptus, melaleuca essential oil. 

Cover head with a towel to keep the steam inside. With your eyes closed, inhale through nose and breath deeply for 5 minutes, or until the oils evaporate and relief is achieved.","Adicione a uma vasilha de água em vapor: OPÇÃO 1 - 2 gotas de  copaíba, 1 gota de limão, 3 gotas de melaleuca e 4 gotas de óleo essencial de eucalipto. OPÇÃO 2 - 2 gotas de abeto siberiano, eucalipto e óleo essencial de melaleuca. Cubra a cabeça com uma toalha para manter o vapor dentro. Com os olhos fechados, respire pelo nariz e inspire profundamente por 5 minutos até que os óleos evaporem e você sinta o alívio.","A un tazón de agua hirviendo, agregue: OPCIÓN 1: 2 gotas de copaiba, 1 gota de limón, 3 gotas de melaleuca y 4 gotas de aceite esencial de eucalipto. OPCIÓN 2: 2 gotas de cada uno de abeto siberiano, eucalipto, aceite esencial de melaleuca. Cubra la cabeza con una toalla para mantener el vapor adentro. Con sus ojos cerrados, inhale a través de la nariz y respire profundamente durante 5 minutos o hasta que los aceites se evaporen y se logre el alivio."
267,2019-01-19 08:48:48,2019-02-19 23:54:12,Immune Boosting Inhalation,Inalação de reforço imunológico,Inhalación para el refuerzo del sistema inmune,"Use equal parts pink pepper, peppermint, melaleuca, and lavender in a diffuser. Alternatively, place 1 drop of each in the palms of the hands, rub together, cup over face, inhale, and then rub on chest. Dilute with a carrier oil as needed.","Use partes iguais de pimenta rosa, hortelã, melaleuca e lavanda em um difusor. Como alternativa, coloque 1 gota de cada nas palmas das mãos, esfregue-as, faça uma concha com as mãos, inale e, em seguida, esfregue no peito. Dilua com um óleo veicular","Utilice partes iguales de menta rosada, menta, melalueca y lavanda en un difusor. Alternativamente, ponga una gota de cada uno en la palma de las manos, frote, cubra la cara con las manos en forma de tasa, inhale y luego frote sobre el pecho. Diluya con un aceite portador según sea necesario."
268,2019-01-19 10:12:06,2019-02-19 19:59:27,Basic Supplement Program,Programa básico de suplementos,Programa de suplemento básico,"For optimal pregnancy and post-pregnancy success, use the following protocol.

Benefits include basic nutrition, gut health, energy, stamina, emotional stability, blood pressure regulation, avoiding postpartum depression, supporting proper digestion and absorption of nutrients, preparing for rich breast milk supply, preventing infection, easing leg/muscle/ligament cramps or spasms, supporting healthy connective tissue and skin, and preparing the cervix for birth. 

MicroPlex VMz - delivers multivitamins and minerals. 
xEO Mega® - supplies essential fatty acids. 
TerraZyme® - provides digestive enzyme support. 
PB Assist®+ - provides and promotes prebiotics and probiotics. 
Bone Nutrient Lifetime Complex - supplies needed calcium, magnesium, and more. 

In addition to the supplementation program, choose from the following as needed. 

To prevent or overcome the following, use as often as needed - don't wait for upset...prevent if possible! 
Morning sickness - DigestZen®, ginger, peppermint. 
Support liver/gallbladder - apply topically - lemon, grapefruit, pink pepper, turmeric, Zendocrine®. 
Heartburn - DigestZen®. 

To stay calm and grounded, use one or more of the following at least twice daily as needed - frankincense, wild orange, Balance®, Serenity®. 

To balance metabolism, sugar cravings, and increased appetite, choose one and use three times daily - grapefruit, Slim & Sassy® OR kumquat. 

To maintain optimal elimination and antioxidant support use one or more of the following daily - DDR Prime®, Zendocrine®, lemon, and/or other citrus oils. 

For a gut cleanse, take 2 drops each lemon, melaleuca, and thyme at least two times a day for 10 days and rest. Take extra Zendocrine®. To prevent or overcome leg/muscle/ligament cramps or spasms, use the following as needed - cypress, lavender, marjoram, AromaTouch®, On Guard®.","Para um sucesso ideal durante a gravidez e após a gravidez, siga o protocolo a seguir. Os benefícios incluem a nutrição básica, a saúde do intestino, energia, resistência, estabilidade emocional, regulação da pressão arterial, apoio à digestão adequada e absorção de nutrientes, preparo para uma alimentação de leite materno enriquecida, prevenção de infecções, alívio de cãibras ou espasmos na perna/músculo/ligamentos, apoio saudável ao tecido conjunto e à pele e preparo do colo do útero para o parto. MicroPlex VMz - distribui multivitaminas e minerais. xEO Mega® - fornece ácidos graxos essenciais. TerraZyme® - fornece apoio enzimático digestivo. PB Assist®+ - fornece e promove prebióticos e probióticos. Bone Nutrient Lifetime Complex - fornece o cálcio e magnésio necessários, entre outros. Além do programa complementar, escolha entre os pontos a seguir, conforme necessário. Para evitar superar os sintomas abaixo, use na frequência que for necessária - não espere pela tristeza... evite-a, se possível! Enjoo matinal - DigestZen® ginger, hortelã. Apoio do fígado/vesícula biliar - aplique topicamente - limão, toranja, pimenta rosa, açafrão, Zendocrine®. Azia - DigestZen®. Para manter-se calmo e apoiado, use um ou mais dos seguintes ingredientes duas vezes ao dia, conforme necessário - olíbano, laranja selvagem, Balance® e Serenity®. Para equilibrar o metabolismo, desejo por açúcar e apetite aumento do apetite, escolha um ingrediente e use-o três vezes ao dia - toranja, Slim & Sassy® ou kumquat. Para obter a eliminação ideal e o apoio de antioxidante, use um ou mais das substâncias a seguir diariamente: DDR Prime®, Zendocrine®, limão e/ou outros óleos cítricos. Para a limpeza do intestino, tome 2 gotas de limão, melaleuca e tomilho pelo menos duas vezes ao dia por 10 dias e descanse. Tome adicionalmente Zendocrine®. Para evitar ou superar cãibras ou espasmos na perna/músculo/ligamentos, use os ingredientes a seguir, conforme necessário: cipreste, lavanda, manjerona AromaTouch®, On Guard®.","Para un embarazo óptimo y un éxito posparto, utilice el siguiente protocolo. Los beneficios incluyen nutrición básica, salud intestinal, energía, resistencia, estabilidad emocional, regulación de la presión arterial, evita la depresión posparto, apoyo a una digestión apropiada y absorción de nutrientes, preparación para un suministro de leche de pecho rica, previene la infección, alivia los calambres o espasmos en las piernas, músculos, ligamentos, apoyando la salud del tejido conectivo y la piel y prepara el cérvix para el nacimiento. MicroPlex VMz: proporciona multivitaminas y minerales. xEO Mega®: proporciona aceites grasos esenciales. TerraZyme®: proporciona apoyo a las enzimas digestivas. PB Assist®+: proporciona y promueve los prebióticos y probióticos Bone Nutrient Lifetime Complex (complejo nutricional oseo para la vida): proporciona el calcio, magnesio y otros necesarios. Además del programa de suplemento, seleccione de los siguientes según sea necesario. Para prevenir o sobreponerse a los siguientes, utilice según sea necesario, no espere a estar mal… ¡prevenga si es posible! Enfermedad matutina: DigestZen®, jengibre, menta. Apoyo el hígado y la vesícula, apliquen por vía tópica, limón, toronja, pimienta rosada, cúrcuma, Zendocrine®. Acidez estomacal, DigestZen®. Para estar calmado y aterrizado, utilice uno o más de los siguientes por lo menos dos veces al día según sea necesario: franquincienso, naranja silvestre, Balance®, Serenity®. Para equilibrar el metabolismo, el antojo de azúcar y el aumento del apetito, escoja uno y utilícelo tres veces al día: toronja, Slim & Sassy® O kumquat. Para mantener una eliminación óptima y un apoyo antioxidante utilice uno o más de los siguientes diariamente: DDR Prime®, Zendocrine®, limón y/u otros aceites cítricos. Para una limpieza intestinal, tome 2 gotas de limón, melalueca y tomillo al menos dos veces al día durante 10 días y descanse. Tome Zendocrine® extra. Para prevenir o sobreponerse a los calambres o espasmos en las piernas, músculos y ligamentos, utilice los siguientes según sea necesario: ciprés, lavanda, mejorana, AromaTouch®, On Guard®."
269,2019-01-19 10:16:29,2019-02-19 21:15:31,Stretch Mark Relief,Alívio de estrias,Alivio de estrías,Combine essential oils with a carrier oil and apply to abdomen. Add more or less carrier oil depending on the surface area intended to cover.,"Combine os óleos essenciais com um óleo veicular e aplique no abdômen. Acrescente ou retire o óleo veicular, dependendo da área da superfície que deseja cobrir.",Combine los aceites esenciales con un aceite portador y aplíquelo al abdomen. Agregue más o menos aceite portador dependiendo del área de la superficie que se prevé cubrir.
270,2019-01-19 10:51:10,2019-02-19 21:17:07,Healing Hemorrhoids,Cura de Hemorroidas,Cura para hemorroides,"Combine oils in a 2-ounce glass bottle with an orifice-reduction seal and mix. Fill the remainder with a carrier oil. Apply at least once or twice daily and/or after every bowel evacuation. If additional, more intense support is needed, 1 drop of each oil can be applied NEAT. Any burning sensation should subside within 5 to 10 minutes, or apply a carrier oil prior to oil application if desired.","Combine os óleos em um frasco de 2 onças (aproximadamente 60 ml) com uma vedação de redução de orifício e misture. Complete com um óleo veicular. Aplique pelo menos uma ou duas vezes por dia e/ou após evacuar. Se for necessário suporte adicional ou mais intenso, pode-se aplicar 1 gota pura de cada óleo Qualquer sensação de queimação deve ser reduzida dentro de 5 a 10 minutos ou aplique um óleo veicular antes da aplicação de óleo, se desejar.","Combine los aceites en una botella de vidrio de dos onzas con un sello de reducción del orificio y mezcle. Rellene el faltante con aceite portador. Aplique al menos una o dos veces al día y/o después de cada evacuación intestinal. Si adicionalmente, se requiere más apoyo, una gota de cada uno puede ser aplicado PURO. Cualquier sensación de quemadura debe disminuir dentro de los 5 a 10 minutos, o si se desea, aplique un aceite portador antes de aplicar el aceite."
271,2019-01-19 10:58:58,2019-02-19 23:06:44,The Final Countdown Roll-On,O roll-on final da contagem regressiva,Rodillo aplicador The Final Countdown,This remedy helps to reduce swelling and bleeding during labor. Combine essential oils in 10 ml roller bottle and fill remainder with a carrier oil. Apply a thin layer of carrier oil to target areas to improve the distribution of oils twice daily. Apply the blend to the lower back and ankles every day during the last week of pregnancy. Massage into skin thoroughly.,Este remédio ajuda a reduzir o inchaço e o sangramento durante o trabalho de parto. Combine os óleos essenciais em um frasco roll-on de 10 ml e preencha o restante com um óleo veicular. Aplique uma fina camada de óleo veicular nas áreas-alvo para melhorar a distribuição de óleos duas vezes ao dia. Aplique a mistura na região lombar e nos tornozelos todos os dias durante a última semana de gravidez. Massageie a pele cuidadosamente.,Este remedio ayuda a reducir la inflamación y el sangrado durante el parto. Combine los aceites esenciales en una botella de rodillo de 10 ml y llene el faltante con aceite portador. Aplique una delgada capa de aceite portador a las áreas objetivo para mejorar la distribución de los aceites dos veces al día. Aplique la mezcla a la nuca y los tobillos todos los días durante la última semana del embarazo. Masajear en la piel completamente.
272,2019-01-19 11:04:12,2019-02-19 23:08:29,Jump Start Contractions,Contrações de início de salto,Iniciardor de contracciones,Apply essential oils to wrists and abdomen as well as on the uterine and cervical reflexology points under inside ankle bones once labor begins or has slowed down or stalled.,"Aplique os óleos essenciais nos pulsos e no abdômen, bem como nos pontos uterinos e cervicais da reflexologia na parte inferior dos ossos do tornozelo, uma vez iniciado, desacelerado ou finalizado o trabalho de parto.",Aplique aceites esenciales a las muñecas y abdomen al igual que sobre el útero y los puntos de reflexología cervical debajo de los huesos del tobillo una vez que inicie el trabajo de parto o se haya ralentizado o detenido.
273,2019-01-19 11:09:18,2019-02-19 23:11:54,Hello World!,Olá Mundo!,Hello World!,"Use as desired at least two times daily to support optimal recovery for mom and bonding with baby. Use any or all suggested oils as desired, or a few at a time. Diffuse and/or use topically a few drops of fennel, frankincense, lavender, lemon, and/or Elevation™.","Use, conforme desejado, pelo menos duas vezes ao dia para dar apoio à recuperação ideal para a mãe e para a ligação com o bebê. Use qualquer um dos óleos sugeridos, conforme desejar, ou mais de um por vez. Espalhe e/ou utilize topicamente algumas gotas de erva-doce, olíbano, lavanda, limão e/ou Elevation™.","Use como desee al menos dos veces al día para apoyar la recuperación óptima de la mamá y los lazos con el bebé. Use cualquier o todos los aceites deseados, o unas cuantas a la vez. Difunda y/o use tópicamente unas pocas gotas de hinojo, franquincienso, lavanda, limón y/o Elevation™."
274,2019-01-19 11:16:19,2019-02-19 23:12:56,Postpartum Depression Blends,Mix para Depressão pós-parto,Mezclas para la depresión posparto,"Apply the suggested oils topically or diffuse. These are single-use quantities. You may multiply as desired. 

Recipe 1 - 1 drop rose, 1 drop wild orange, and 3 drops sandalwood. 

Recipe 2 - 1 drop lavender, 3 drops grapefruit, and 1 drop ylang ylang. 

Recipe 3 - 1 drop bergamot, 1 drop grapefruit, 1 drop clary sage, 1 drop wild orange, and 3 drops frankincense.","Aplique os óleos sugeridos topicamente ou de modo difuso. Estas são quantidades de uso único. Você pode multiplicar, conforme desejar. Receita 1 - 1 gota de rota, 1 gota de laranja selvagem e 3 gotas de sândalo. Receita 2 - 1 gota de lavanda, 3 gotas de toranja e 1 gota de ylang ylang. Receita 3 - 1 gota de bergamota, 1 gota de toranja, 1 gota de salvia sclarea, 1 gota de laranja selvagem e 3 gotas de olíbano.","Aplique estos aceites sugeridos por vía tópica o difunda. Estas son cantidades de un solo uso. Puede multiplicar como desee. Receta 1: 1 gota de rosa, 1 gota de naranja silvestre y 3 gotas de madera de sándalo. Receta 2: 1 gota de lavanda, 3 gotas de toronja y 1 gota de ylang ylang. Receta 3: 1 gota de bergamota, 1 gota de toronja, 1 gota de salvia sclarea, 1 gota de naranja silvestre y 3 gotas de franquincienso."
275,2019-01-19 11:38:33,2019-02-19 19:11:22,Mites Be Gone,Os ácaros se foram,Adiós ácaros,"This remedy is a topical formula for humans seeking relief from chiggers and scabies.

Blend 4 drops peppermint and 4 drops lavender with one teaspoon of carrier oil and apply generously to all affected areas of skin at least twice per day, preferably after a bath. Do a patch test first to ensure there is no skin reaction. This recipe can be multiplied and stored in a small glass bottle for future use.

To make a bath more effective, add 2 drops lavender and 2 drops rosemary mixed in a teaspoon of milk to encourage elimination of mites.

To assist the skin in recovery from dry, blotchy patches, apply 2 drops lavender and 2 drops myrrh in a teaspoon of carrier oil. Apply at least twice per day.","Este remédio é uma fórmula tópica para as pessoas que estão buscando alívios para bicho-do-pé e sarna. Misture 4 gotas de hortelã e 4 gotas de lavanda com uma colher de chá de óleo veicular e aplique generosamente em todas as áreas afetadas da pele pelo menos duas vezes por dia, preferencialmente após o banho. Faça um teste de mancha primeiro para garantir que não há reação da pele. Esta receita pode ser multiplicada e armazenada em um pequeno frasco para uso futuro. Para tornar o banho mais eficiente, adicione 2 gotas de lavanda e 2 gotas de alecrim misturados em uma colher de sopa de leite para ajudar na eliminação de ácaros. Para ajudar a pele a se recuperar de manchas secas e descoloradas, aplique 2 gotas de lavanda e 2 gotas de mirra em uma colher de chá de um óleo veicular. Aplique pelo menos duas vezes ao dia.","Este remedio es una fórmula para uso tópico para humanos que buscan alivio de los chinches y la escabiosis. Mezcle 4 gotas de menta y 4 gotas de lavanda con una cucharadita de aceite portador y aplique generosamente a todas las áreas afectadas de la piel al menos dos veces al día, preferiblemente después del baño. Haga una prueba de parche previa para asegurarse que no haya una reacción de la piel. Esta receta puede ser multiplicada y almacenada en pequeños frascos de vidrio para un uso futuro. Para hacer un baño más efectivo, agregue 2 gotas de lavanda y 2 gotas de romero mezclados en una cucharadita de leche para estimular la eliminación de ácaros. Para ayudarle a la piel en la recuperación de parches secos, con manchas, aplique dos gotas de lavanda y dos gotas de mirra en una cucharadita de aceite portador. Aplique al menos dos veces por día."
276,2019-01-19 11:53:24,2019-02-08 11:49:29,Arthritis Rub,Esfregar artrite,Masaje para la artritis,Mix essential oils with a small amount of fractionated coconut oil and massage into painful areas.,Misture os óleos essenciais com uma pequena quantidade de óleo de coco fracionado e massageie nas áreas doloridas.,Mezcle los aceites esenciales con una pequeña cantidad de aceite de coco fraccionado y masajee las áreas dolorosas.
277,2019-01-19 11:58:41,2019-02-19 19:01:04,Joint & Arthritis Pain Relief,Alívio da dor da artrite e Articulação,Aliviador de dolor de articulaciones y artritis,"Mix essential oils in a roller bottle with 1 teaspoon carrier oil, shake, and use as needed. Alternatively, add essential oils to 1/2 cup Epsom salt, stir, dissolve in a warm tub of water, and soak.","Misture os óleos essenciais em um frasco roll-on com uma colher de chá de óleo veicular e utilize, conforme necessário. Como alternativa, acrescente óleos essenciais a 1/2 xícara de sal de Epsom, agite e dissolva e molhe em uma cuba quente.","Mezcle los aceites esenciales en una botella de rodillo con una cucharadita de aceite portador, bata y utilícelo según sea necesario. Alternativamente, agregue aceites esenciales a 1/2 taza de sales de Epson, disuelva en una tina de agua tibia y remoje."
278,2019-01-19 12:02:00,2019-02-08 11:49:29,Migraine Interrupter,Interruptor de enxaqueca,Interruptor de migraña,Place essential oils on the back of the neck. Dilute if desired.,Coloque os óleos essenciais na nuca. Dilua se desejar.,Ponga los aceites esenciales en la nuca. Diluya si lo desea.
279,2019-01-19 12:08:39,2019-02-19 19:05:43,Headache Resolve,Resolução de dor de cabeça,Cura del dolor de cabeza,This remedy works effectively to reduce swelling. Layer or mix the oils prior to application. Apply oils on the area(s) of concern. Reapply every thirty minutes until the headache or swelling is gone. Dilute as desired.,"Esta solução funciona de modo efetivo para reduzir o inchaço. Coloque uma camada ou misture os óleos antes da aplicação. Aplique os óleos na(s) área(s) de interesse. Reaplique a cada trinta minutos até que a dor de cabeça ou o inchaço tenham sumido. Dilua, conforme desejar.",Este remedio funciona efectivamente para reducir la inflamación. Pongan capas o mezcle los aceites antes de aplicar. Aplique los aceites en el (las) área(s) de preocupación. Re aplique cada 30 minutos hasta que desaparezca el dolor de cabeza o la inflamación. Diluya como desee.
280,2019-01-19 12:13:25,2019-02-19 19:04:28,Pain Away,Dor afastada,Sin dolor,"This remedy serves as a soothing blend for jaw, knee, and foot pain. Immediately apply essential oils to the site of pain. Reapply frequently (every 20-60 minutes) until relief is achieved. Continue to apply to support the healing process.","Esta solução serve como uma mistura suavizante para dores no maxilar, no joelho e no pé. Aplique os óleos essenciais imediatamente no local da dor. Reaplique de modo frequente (a cada 20 a 60 minutos) até que se tenha alívio. Continue a aplicar para dar apoio ao processo de recuperação.","Este remedio sirve como una mezcla calmante para el dolor en la mandíbula, la rodilla y el pie. Aplique aceites esenciales inmediatamente al sitio del dolor. Re aplique frecuentemente (cada 20 a 60 minutos) hasta que se obtenga el alivio. Siga aplicando para ayudar el proceso de curación."
281,2019-01-19 12:17:18,2019-02-08 11:49:29,Sore Muscle Soak,Absorver dores musculares,Remojo para el dolor muscular,Mix essential oils into Epsom salt. Add to a bathtub of hot water and soak for up to 30 minutes. Remember to drink lots of water while soaking and thereafter.,Misture os óleos essenciais no sal de Epsom. Adicione a uma banheira de água quente e mergulhe por até 30 minutos. Lembre-se de beber muita água enquanto estiver mergulhando e depois desse processo.,Mezcle los aceites esenciales en sales de Epson. Agregue a una tina de agua caliente y sumérjase hasta por 30 minutos. Recuerde tomar mucha agua mientras se está remojando y después.
282,2019-01-20 02:42:39,2019-02-19 19:15:02,Mite Control,Controle de ácaros,Control de ácaros,"This remedy is designed for a household invasion. For the most effective resolution, use eucalyptus, lemon, lavender, melaleuca, and peppermint essential oils. Eucalyptus and melaleuca are the most important oils in this blend, so be sure you use those even if you don't have the others. Blend essential oils in 24 ounces of water in a spray bottle. Add 2-ounces witch hazel (optional). Generously spray carpets, beds, curtains, pillows, and furniture, etc. Clean your mattress with baking soda and 4-5 drops of the oil mixture into a small mason jar. Use a screen or punch holes in the lid and shake liberally onto the mattress and let sit for 1-2 hours. Vacuum up the residue. Repeat as necessary.","Esta solução foi projetada para uma invasão doméstica. Para a solução mais eficiente, use óleos essenciais de eucalipto, limão, lavanda, melaleuca e hortelã. O eucalipto e a melaleuca são os óleos mais importantes nesta mistura. Portanto, certifique-se de usá-los mesmo que você não tenha os outros. Misture os óleos essenciais em 24 onças (aproximadamente 710 ml) de água em frasco pulverizador. Acrescente 2 onças (aproximadamente 60 ml) de hamamélis (opcional). Pulverize generosamente os tapetes, camas, cortinas, travesseiros, móveis, etc. Limpe o seu colchão com bicarbonato de sódio e com 4 ou 5 gotas da mistura de óleo em uma jarra de manson. Use uma tela ou perfuradores na tampa e agite generosamente no colchão e deixe repousar por 1 ou 2 horas. Aspire os resíduos.","Éste remedio está diseñado para una invasión del hogar. Para la resolución más efectiva, utilice eucalipto, limón, lavanda, melalueca y menta. El eucalipto y la melalueca son los aceites más importantes en esta mezcla, así que asegúrese de usarlos aun si no tiene los otros. Mezclen los aceites esenciales en 24 onzas de agua en una botella de aerosol. Agregue 2 onzas de olmo escocés (opcional). Rocíe generosamente las alfombras, las camas, las cortinas, las almohadas y los muebles, etc. Limpie sus colchones con polvo de hornear y 4 a 5 gotas de la mezcla de aceites en un pequeño frasco mason. Utilice un tamiz o abre huecos en la tapa y agite liberalmente sobre el colchón y deje que permanezca durante una a dos horas. Aspire el residuo. Repita según sea necesario."
283,2019-01-20 04:30:52,2019-02-12 22:34:50,Braces Pain,Dor de suspensório,Dolor por ortodoncia,"Apply essential oils directly to the jaw, and dilute with carrier oil if desired.","Aplique os óleos essenciais diretamente no maxilar e dilua com o óleo veicular, se desejar.",Aplique aceites esenciales directamente sobre la mandíbula y diluya con aceite portador si así se desea.
284,2019-01-20 04:33:47,2019-02-19 18:56:17,TMJ,ATM,TMJ (disfunción de la articulación temporomandibular),Use PastTense® or Serenity® on the jaw and neck. Dilute as needed.,Use o PastTense® ou o Serenity® no maxilar e no pescoço. Dilua conforme necessário.,Utilice PastTense® o Serenity® en la mandíbula y el cuello. Diluya según sea necesario.
285,2019-01-20 04:56:46,2019-02-12 22:30:50,Shingles Spritzer,Spritzer para Herpes Zóster,Rociador para herpes,"Combine suggested oils into a 2-ounce spritzer (sprayer) bottle, and fill the remainder of the bottle with half fractionated coconut oil and the other remaining half with distilled water. Spray the affected area every twenty to thirty minutes. Shake bottle before each use.",Combine os óleos sugeridos em um frasco pulverizador de 2 onças (aproximadamente 60 ml) e complete com óleo parcialmente fracionado e a outra metade restante com água destilada. Pulverize a área afetada a cada vinte ou trinta minutos. Agite o frasco antes de cada uso.,Combine los aceites sugeridos en una botella de aerosol de 2 onzas y llene el resto de la botella con mitad de aceite de coco fraccionado y la otra mitad con agua destilada. Rocíe el área afectada cada 20 a 30 minutos. Agite la botella antes de cada uso.
286,2019-01-20 05:08:17,2019-02-12 22:28:54,Brain De-Fogger Daily Routine,Rotina diária nebulizador cerebral,Rutina diaria para combatir la neblina cerebral,"Use the following supplements as directed: Alpha CRS®+, DDR Prime® softgels. xEO Mega®, MicroPlex VMz®, Mito2Max®, and PB Assist®+. 

Rub 1-2 drops Balance® on the bottoms of feet morning and night. 

Place 1-2 drops frankincense and/or turmeric under tongue morning and night. 

Consume water with favorite citrus oil throughout the day. 

Use the ""Mid-Afternoon Slump Buster"" blend as needed for a focus boost. 

Layer the Immortelle® and InTune® blends on the back of the neck into the hairline morning and night.","Use os suplementos a seguir, conforme orientado: Softgels Alpha CRS®+ e DDR Prime®. xEO Mega®, MicroPlex VMz®, Mito2Max®, e PB Assist®+. Esfregue de 1 a 2 gotas de Balance® nas solas dos pés de manhã e de noite. Coloque de 1 a 2 gotas de olíbano e/ou açafrão embaixo da língua pela manhã e pela note. Tome água com o seu óleo cítrico favorito ao longo do dia. Use uma mistura ""revitalizadora no meio da tarde"", conforme necessário, para focar no ânimo. Coloque as camadas das misturas de Immortelle® e InTune® na nuca e no contorno do couro cabeludo de manhã e de noite.","Utilice los siguientes suplementos según se indique: Alpha CRS®+, cápsulas de gel suave de DDR Prime®. xEO Mega®, MicroPlex VMz®, Mito2Max® y PB Assist®+. Frote 1 a 2 gotas de Balance® en la planta de los pies en la mañana y la noche. Ponga 1 a 2 gotas de franquincienso y/o cúrcuma debajo de la lengua en la mañana y la noche. Consuma agua con el aceite cítrico favorito a lo largo del día. Utilice la mezcla ""de mitad de la tarde para romper la racha"" según sea necesario para concentrar un incremento. Ponga en capas la mezclas Immortelle® y InTune® en la nuca dentro de la línea del cabello en la mañana y la noche."
287,2019-01-20 05:11:13,2019-02-12 22:31:34,Simple Shingles Remedy,Solução simples para Herpes Zóster,Remedio para herpes simple,Combine equal parts of the essential oils in 5-10 ml roller bottle. Apply directly on the skin with dilution as needed.,"Misture partes iguais dos óleos essenciais em um frasco roll-on de 5 a 10 ml. Aplique diretamente na pele com a diluição, conforme necessário.",Combine partes iguales de aceites esenciales en una botella de rodillo de 5 a 10 ml. Aplique directamente sobre la piel con una dilución según sea requerido.
288,2019-01-20 05:32:25,2019-02-12 21:06:38,Massage in a Bottle,Massagem em uma garrafa,Masaje en una botella,Apply AromaTouch® and/or Deep Blue® blend or rub to any unhappy muscle. Reapply every thirty minutes for acute pain and twice daily for more chronic issues.,Aplique a mistura AromaTouch® e/ou Deep Blue® ou esfregue em qualquer músculo dolorido. Reaplique a cada trinta minutos em caso de dor aguda e duas vezes ao dia problemas de saúde mais crônicos.,Aplique las mezclas AromaTouch® y/o Deep Blue® o frote sobre cualquier músculo infeliz. Vuelva aplicar cada 30 minutos para el dolor agudo y dos veces al día para problemas más crónicos.
289,2019-01-20 05:40:38,2019-02-12 21:08:10,Cold Compress Relief Recipes,Receitas de alívio para compressas frias,Recetas para el alivio con compresas frías,"Drop suggested essential oils into a small bowl of 1/4 - 1/2 cup cold water. Dip a washcloth into the filled bowl, and apply moistened cloth directly to muscle. 

Muscular Pain Relief - 3 drops  Roman chamomile and 3 drops lavender. 

Muscle Inflammation Relief - 3 drops peppermint and 3 drops yarrow/pom. 

Pulled Muscle Relief - 3 drops Roman chamomile and 2 drops marjoram.",Pingue os óleos essenciais sugeridos em uma pequena vasilha de 1/4 a 1/2 xícara de água fria. Mergulhe um pano na vasilha preenchida e aplique o pano úmido diretamente no músculo. Alívio para dor muscular - 3 gotas de camomila romana e 3 gotas de lavanda. Alívio para inflamação muscular - 3 gotas de hortelã e 3 gotas de milefólio/pomo. Alívio para músculo tensionado - 3 gotas de camomila romana e 2 gotas de manjerona.,Deje caer los aceites esenciales sugeridos en un tazón pequeño con 1/4 a 1/2 tasa de agua fría. Humedezcan una toalla en el tazón y aplique la tela humedecida directamente al músculo. Alivio del dolor muscular: 3 gotas de manzanilla romana y 3 gotas de lavanda. Alivio de la inflamación muscular: 3 gotas de menta y 3 gotas de milenrama o jugo de granada. Alivio de un desgarro muscular: 3 gotas de manzanilla romana y 2 gotas de mejorana.
