id,name,Spanish,Portuguese
913,10 drop Copaiba,#N/A,#N/A
914,10 drop Lemongrass,#N/A,#N/A
915,10 drop Pink Pepper,#N/A,#N/A
916,1 tsp FCO,#N/A,#N/A
917,8 drop Eucalyptus,#N/A,#N/A
918,3 drop Cedarwood,#N/A,#N/A
919,10 drop Lavender,#N/A,#N/A
920,5 drop Rosemary,#N/A,#N/A
921,10 drop Lemongrass,#N/A,#N/A
922,10 drop Purify,#N/A,#N/A
923,10 drop Peppermint,#N/A,#N/A
924,10 drop Lavender,#N/A,#N/A
925,15 drop Frankincense,#N/A,#N/A
926,15 drop Eucalyptus,#N/A,#N/A
927,15 drop Lavender,#N/A,#N/A
928,20 drop Peppermint,#N/A,#N/A
929,5 drop Frankincense,#N/A,#N/A
930,5 drop Myrrh,#N/A,#N/A
931,5 drop Peppermint,#N/A,#N/A
932,5 drop Cypress,#N/A,#N/A
933,5 drop Geranium,#N/A,#N/A
934,5 drop Helichrysum,#N/A,#N/A
935,5 drop Melaleuca,#N/A,#N/A
936,5 drop Eucalyptus,#N/A,#N/A
937,5 drop Lavender,#N/A,#N/A
938,1 drop Copaiba,#N/A,#N/A
939,1 drop Siberian Fir,#N/A,#N/A
940,1 drop Whisper®,#N/A,#N/A
941,2 drop Frankincense,#N/A,#N/A
942,2 drop Copaiba,#N/A,#N/A
943,2 drop Lavender,#N/A,#N/A
944,1  Fractionated coconut oil,#N/A,#N/A
945,15 drop Lemongrass,#N/A,#N/A
946,15 drop Peppermint,#N/A,#N/A
947,15 drop Arborvitae,#N/A,#N/A
948,50 drop TerraShield®,#N/A,#N/A
949,0.5 tsp Castile soap,#N/A,#N/A
950,1.5 cup Water,#N/A,#N/A
951,0.5 cup Rubbing alcohol,#N/A,#N/A
952,20 drop Lemon,#N/A,#N/A
953,2 drop Lavender,#N/A,#N/A
954,1 drop On Guard®,#N/A,#N/A
955,1 drop Breathe®,#N/A,#N/A
956,5 drop Balance®,#N/A,#N/A
957,5 drop Petitgrain,#N/A,#N/A
958,5 drop Patchouli,#N/A,#N/A
959,10 drop Basil,#N/A,#N/A
960,10 drop Fennel,#N/A,#N/A
961,10 ml Fractionated Coconut Oil,#N/A,#N/A
962,24 fl.oz Distilled water,#N/A,#N/A
963,1 tsp Castile soap,#N/A,#N/A
964,0.5 cup Alcohol,#N/A,#N/A
965,10 drop Eucalyptus,#N/A,#N/A
966,10 drop Grapefruit,#N/A,#N/A
967,10 drop Basil,#N/A,#N/A
968,1 drop Copaiba,#N/A,#N/A
969,3 drop Lavender,#N/A,#N/A
970,3 drop Geranium,#N/A,#N/A
971,3 drop Frankincense,#N/A,#N/A
972,1 drop Turmeric,#N/A,#N/A
973,1 drop Cardamom,#N/A,#N/A
974,2 drop Thyme,#N/A,#N/A
975,1 drop Pink Pepper,#N/A,#N/A
976,1 drop Clove,#N/A,#N/A
977,1 drop Peppermint,#N/A,#N/A
978,1 drop Copaiba,#N/A,#N/A
979,1 drop White Fir,#N/A,#N/A
980,1 drop Frankincense,#N/A,#N/A
981,10 drop Lavender,#N/A,#N/A
982,5 drop Balance®,#N/A,#N/A
983,10 drop Rose,#N/A,#N/A
984,10 drop Green Mandarin,#N/A,#N/A
985,10 drop Lavender,#N/A,#N/A
986,1 drop Copaiba,#N/A,#N/A
987,1 drop Roman Chamomile,#N/A,#N/A
988,1 drop Lavender,1 gota de lavanda,1 gota de lavanda
989,1 drop Balance®,#N/A,#N/A
990,2 drop Anchor®,#N/A,#N/A
991,2 drop Whisper®,#N/A,#N/A
992,3 drop Grapefruit,#N/A,#N/A
993,2 drop Lemon,#N/A,#N/A
994,1 drop Peppermint,#N/A,#N/A
995,2 drop Lemon,#N/A,#N/A
996,2 drop Lavender,#N/A,#N/A
997,2 drop Melaleuca,#N/A,#N/A
998,2 drop Oregano,#N/A,#N/A
999,2 drop Frankincense,#N/A,#N/A
1000,1 drop Eucalyptus,#N/A,#N/A
1001,10 ml Aloe vera gel,#N/A,#N/A
1002,3 drop Helichrysum,#N/A,#N/A
1003,3 drop Patchouli,#N/A,#N/A
1004,2 oz Witch Hazel,#N/A,#N/A
1005,20 drop TerraShield®,#N/A,#N/A
1006,20 drop Eucalyptus,#N/A,#N/A
1007,20 drop Lemongrass,#N/A,#N/A
1008,5 drop Rosemary,#N/A,#N/A
1009,5 drop Lemon,#N/A,#N/A
1010,5 drop Wild Orange,#N/A,#N/A
1011,5 drop Cypress,#N/A,#N/A
1012,10 drop Slim & Sassy®,#N/A,#N/A
1013,1 cup Sugar,1 taza de azúcar,1 xícara de açúcar
1014,1 cup Virgin Coconut Oil,#N/A,#N/A
1015,10 drop Lemon,#N/A,#N/A
1016,10 drop Lavender,#N/A,#N/A
1017,1.5 cup White vinegar,#N/A,#N/A
1018,500 ml Distilled water,#N/A,#N/A
1019,8 drop Lemon,#N/A,#N/A
1020,3 drop Wild Orange,#N/A,#N/A
1021,1 drop Deep Blue®,#N/A,#N/A
1022,2 drop Breathe®,#N/A,#N/A
1023,4 drop Serenity®,#N/A,#N/A
1024,4 drop Lavender,#N/A,#N/A
1025,10 drop Petitgrain,#N/A,#N/A
1026,10 drop Copaiba,#N/A,#N/A
1027,10 drop Cassia,#N/A,#N/A
1028,20 drop Wild Orange,#N/A,#N/A
1029,20 drop Citrus Bliss®,#N/A,#N/A
1030,2 oz Shea butter,#N/A,#N/A
1031,1 oz Coconut oil,#N/A,#N/A
1032,1 oz Jojoba oil,#N/A,#N/A
1033,1 oz Zinc oxide powder,#N/A,#N/A
1034,10 drop Sandalwood,#N/A,#N/A
1035,5 drop Frankincense,#N/A,#N/A
1036,5 drop Arborvitae,#N/A,#N/A
1037,3 drop Lavender,#N/A,#N/A
1038,3 drop Melaleuca,#N/A,#N/A
1039,2 drop Roman Chamomile,#N/A,#N/A
1040,2 drop Spikenard,#N/A,#N/A
1053,12 drop Lavender,#N/A,#N/A
1054,10 drop Melaleuca,#N/A,#N/A
1055,10 drop Bergamot,#N/A,#N/A
1056,1 drop Basil,#N/A,#N/A
1057,1 oz Simple Syrup,#N/A,#N/A
1058,8 oz Fever Tree tonic,#N/A,#N/A
1059,2 drop Lemon,#N/A,#N/A
1060,10 drop Lavender,#N/A,#N/A
1061,20 drop Deep Blue®,#N/A,#N/A
1062,20 drop Frankincense,#N/A,#N/A
1063,20 drop Helichrysum,#N/A,#N/A
1064,20 drop Marjoram,#N/A,#N/A
1065,3 drop Cassia,#N/A,#N/A
1066,3 drop Oregano,#N/A,#N/A
1067,6 drop Purify,#N/A,#N/A
1068,9 drop Zendocrine®,#N/A,#N/A
1069,10 drop Cedarwood,#N/A,#N/A
1070,20 drop Marjoram,#N/A,#N/A
1071,20 drop Frankincense,#N/A,#N/A
1072,20 drop Deep Blue®,#N/A,#N/A
1073,10 drop Helichrysum,#N/A,#N/A
1074,20 drop Lavender,#N/A,#N/A
1075,2 drop Lavender,#N/A,#N/A
1076,4 drop Serenity®,#N/A,#N/A
1077,25 drop Rosemary,#N/A,#N/A
1078,5 drop Lavender,#N/A,#N/A
1079,5 drop Peppermint,#N/A,#N/A
1080,5 drop Myrrh,#N/A,#N/A
1081,5 drop Immortelle,#N/A,#N/A
1082,5 drop Helichrysum,#N/A,#N/A
1083,2 drop Ylang Ylang,#N/A,#N/A
1084,1 drop Litsea,#N/A,#N/A
1085,2 drop Pink Pepper,#N/A,#N/A
1086,2 drop Bergamot,#N/A,#N/A
1135,2 oz Water,#N/A,#N/A
1136,2 oz Witch Hazel,#N/A,#N/A
1137,10 drop Copaiba,#N/A,#N/A
1138,10 drop Ylang Ylang,#N/A,#N/A
1139,10 drop Vetiver,#N/A,#N/A
1140,10 drop Lavender,#N/A,#N/A
1153,3 drop Peppermint,#N/A,#N/A
1154,3 drop Copaiba,#N/A,#N/A
1155,3 drop Lavender,#N/A,#N/A
1186,20 drop Marjoram,#N/A,#N/A
1187,20 drop Lemongrass,#N/A,#N/A
1188,15 drop Deep Blue®,#N/A,#N/A
1213,8 drop Coconut Oil,#N/A,#N/A
1214,2 drop Frankincense,#N/A,#N/A
1215,2 drop Lavender,#N/A,#N/A
1216,2 drop Eucalyptus,#N/A,#N/A
1217,2 drops Tea Tree,#N/A,#N/A
1218,1 drop Lemon,1 gota de limón,1 gota de limão siciliano
1219,2 drop Wild Orange,#N/A,#N/A
1220,1 drop Frankincense,#N/A,#N/A
1221,2 drop Peppermint,#N/A,#N/A
1231,15 drop Sandalwood,#N/A,#N/A
1232,15 drop Island mint,#N/A,#N/A
1233,20 drop Lavender,#N/A,#N/A
1234,2 tablespoons zinc oxide,#N/A,#N/A
1235,1/4 cup olive oil,1/4 taza de aceite de oliva,1/4 xícara de azeite
1236,1 teaspoon vitamin E oil,1 taza de aceite de vitamina e,1 colher de chá de óleo de vitamina E
1237,2 tablespoons Shea butter,#N/A,#N/A
1238,1/2 cup coconut oil,#N/A,#N/A
1239,1/4 cup bees wax,#N/A,#N/A
