id,created_at,updated_at,name,description,sort_order,solutionable_id,solutionable_type,Spanish,Portuguese
473,11/12/18 17:37,12/6/18 14:05,Mito2Maxå¨,NULL,0,23,App\Supplement,NULO,NULL
474,11/12/18 17:37,12/6/18 14:05,TerraGreenså¨,NULL,0,31,App\Supplement,NULO,NULL
475,11/12/18 17:37,12/6/18 14:05,TerraGreenså¨,NULL,0,31,App\Supplement,NULO,NULL
476,11/12/18 17:37,12/6/18 14:05,Thyme,Eliminates and prevents candida yeast and fungus.,0,62,App\Oil,Elimina y previene la levadura Cándida y los hongos.,Elimina e previne a cândida e fungos.
477,11/12/18 17:37,12/6/18 14:05,Turmeric,Eliminates and prevents candida yeast and fungus.,0,63,App\Oil,Elimina y previene la levadura Cándida y los hongos.,Elimina e previne a cândida e fungos.
478,11/12/18 17:37,12/6/18 14:05,Ginger,Use these oils to support the stomach.,0,34,App\Oil,Utilice estos aceites para reforzar el estómago.,Use esses óleos para auxiliar o estômago.
479,11/12/18 17:37,12/6/18 14:05,Wild Orange,Use these oils to support the stomach.,0,65,App\Oil,Utilice estos aceites para reforzar el estómago.,Use esses óleos para auxiliar o estômago.
480,11/12/18 17:37,12/6/18 14:05,Marjoram,Use these oils to support the intestines.,0,44,App\Oil,Utilice estos aceites para reforzar los intestinos.,Use esses óleos para auxiliar os intestinos.
481,11/12/18 17:37,12/6/18 14:05,Peppermint,Use these oils to support the intestines.,0,52,App\Oil,Utilice estos aceites para reforzar los intestinos.,Use esses óleos para auxiliar os intestinos.
482,11/12/18 17:37,12/6/18 14:05,Lemon,Use these oils to support the liver.,0,40,App\Oil,Utilice estos aceites para reforzar el hígado.,Use esses óleos para auxiliar o fígado.
483,11/12/18 17:37,12/6/18 14:05,Rosemary,Use these oils to support the liver.,0,56,App\Oil,Utilice estos aceites para reforzar el hígado.,Use esses óleos para auxiliar o fígado.
484,11/12/18 17:37,12/6/18 14:05,Grapefruit,Use these oils to support the gallbladder.,0,35,App\Oil,Utilice estos aceites para reforzar la vesícula biliar.,Use esses óleos para auxiliar a vesícula biliar.
485,11/12/18 17:37,12/6/18 14:05,Turmeric,Use these oils to support the gallbladder.,0,63,App\Oil,Utilice estos aceites para reforzar la vesícula biliar.,Use esses óleos para auxiliar a vesícula biliar.
486,11/12/18 17:37,12/6/18 14:05,Magnolia,"Enhances mood and libido, euphoric.",0,43,App\Oil,"Mejora el estado de ánimo y la libido, es eufórico.","Melhora o humor e a libido, eufórico."
487,11/12/18 17:37,12/6/18 14:05,Neroli,"Enhances mood and libido, euphoric.",0,49,App\Oil,"Mejora el estado de ánimo y la libido, es eufórico.","Melhora o humor e a libido, eufórico."
488,11/12/18 17:37,12/6/18 14:05,Thyme,Use the recommended oil to establish an unfriendly environment for parasites and encourage elimination..,0,62,App\Oil,Utilice el aceite recomendado para establecer un ambiente hostil para los parásitos y alentar la eliminación..,Use o óleo recomendado para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
489,11/12/18 17:37,12/6/18 14:05,Turmeric,Use the recommended oil to establish an unfriendly environment for parasites and encourage elimination..,0,63,App\Oil,Utilice el aceite recomendado para establecer un ambiente hostil para los parásitos y alentar la eliminación..,Use o óleo recomendado para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
490,11/12/18 17:37,12/6/18 11:08,On Guardå¨,Use recommended blends to establish an unfriendly environment for parasites and encourage elimination..,0,21,App\Blend,Utilice las mezclas recomendadas para establecer un ambiente hostil para los parásitos y alentar la eliminación..,Use os mix recomendados para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
491,11/12/18 17:37,12/6/18 13:58,HD Clearå¨,Use recommended blends to establish an unfriendly environment for parasites and encourage elimination.,0,27,App\Blend,Utilice las mezclas recomendadas para establecer un ambiente hostil para los parásitos y alentar la eliminación.,Use os mix recomendados para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
492,12/6/18 14:02,12/6/18 14:05,Lemongrass,For thyroid support.,0,41,App\Oil,Para reforzar la tiroides.,Para o auxílio da tireoide.
493,12/6/18 14:07,12/6/18 14:08,Ginger,Use these oils to support the pancreas.,0,34,App\Oil,Utilice estos aceites para reforzar el páncreas.,Use esses óleos para auxiliar o pâncreas.
494,12/6/18 14:09,12/6/18 14:10,Melaleuca,Fights bacteria and viruses.,0,45,App\Oil,Combate las bacterias y los virus.,Combate bactérias e vírus.
495,12/6/18 14:10,12/6/18 14:11,Wild Orange,Encourages healthy dna and optimal glutathione levels.,0,65,App\Oil,Promueve el ADN saludable y los niveles óptimos de glutatión.,Estimula o DNA saudável e os níveis excelentes de glutationa.
496,12/6/18 14:12,12/6/18 14:15,Yarrow,Supports the cell in eliminating harmful toxins.,0,67,App\Oil,Refuerza a las células en la eliminación de toxinas dañinas.,Auxilia a célula na eliminação de toxinas prejudiciais.
